,P,A,L,M,S,RGI,RGO,RRI,RRO,V,1-2-1,TYFCB,CEU,user_ID,chapter_ID
0,4,0,0,0,0,2,1,10,3,0,4,0,0,790,1
1,4,0,0,0,0,2,4,1,1,0,4,999,7,2335,1
2,4,0,0,0,0,0,6,0,5,0,3,0,3,1919,1
3,0,0,0,2,0,0,0,0,0,0,0,0,0,2114,1
4,4,0,0,0,0,2,1,1,3,1,2,23,5,313,1
5,4,0,0,0,0,1,2,0,1,0,3,0,3,1267,1
6,4,0,0,0,0,1,6,1,2,0,7,501,6,147,1
7,2,0,0,0,2,0,2,1,5,1,3,0,4,1870,1
8,0,3,0,0,1,0,0,0,0,0,0,0,0,432,1
9,2,2,0,0,0,0,1,0,2,0,2,0,4,1320,1
10,2,0,0,0,2,7,1,2,1,0,1,894,2,740,1
11,4,0,0,0,0,0,4,0,1,0,3,0,5,2162,1
12,4,0,0,0,0,0,1,0,2,0,3,0,2,1978,1
13,3,1,0,0,0,1,2,0,1,0,2,0,4,2471,1
14,3,1,0,0,0,0,0,0,0,0,1,0,0,941,1
15,2,0,0,0,0,0,0,0,0,0,0,0,0,2432,3
16,4,0,0,0,0,1,3,1,1,3,2,3086,4,2366,3
17,4,0,0,0,0,0,0,0,0,0,4,0,4,1417,3
18,4,0,0,0,0,0,2,1,5,0,6,17317,6,2415,3
19,4,0,0,0,0,1,1,0,1,1,6,0,12,889,3
20,4,0,0,0,0,0,0,0,2,0,2,0,2,1371,3
21,3,0,1,0,0,0,0,0,2,0,1,0,0,2431,3
22,3,0,0,0,1,0,0,0,2,0,2,0,7,2292,3
23,4,0,0,0,0,0,0,0,2,0,3,450,0,2127,3
24,4,0,0,0,0,1,1,0,2,0,8,0,0,1581,3
25,4,0,0,0,0,0,3,0,0,2,8,0,14,2612,3
26,3,0,0,0,0,0,3,0,0,0,8,0,0,1948,3
27,4,0,0,0,0,0,1,1,0,1,2,0,3,1738,3
28,4,0,0,0,0,0,0,0,0,1,2,0,6,2791,3
29,4,0,0,0,0,0,2,0,1,0,4,0,28,2764,3
30,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3
31,4,0,0,0,0,0,3,0,1,0,4,11900,4,979,3
32,4,0,0,0,0,0,1,1,6,0,1,600,0,556,3
33,1,1,0,0,0,0,0,0,0,0,0,0,0,851,3
34,3,1,0,0,0,1,3,0,0,0,5,0,4,2640,3
35,1,0,0,0,0,0,0,0,0,0,0,0,0,1551,3
36,2,1,0,0,0,0,0,0,0,0,0,0,0,2153,3
37,4,0,0,0,0,3,16,1,4,0,7,34712,5,1229,5
38,4,0,0,0,0,0,5,1,5,0,5,2446,4,682,5
39,4,0,0,0,0,2,5,3,6,0,7,757,6,1248,5
40,3,0,0,0,1,1,2,0,0,0,3,1309,4,1681,5
41,4,0,0,0,0,1,32,1,26,4,9,7460,10,2184,5
42,2,0,2,0,0,2,4,1,3,0,0,23674,7,1509,5
43,4,0,0,0,0,2,3,1,3,0,11,2609,5,824,5
44,4,0,0,0,0,1,5,1,6,0,3,1068,2,2721,5
45,4,0,0,0,0,1,5,0,4,0,2,1588,6,948,5
46,4,0,0,0,0,0,10,4,3,1,6,1657,8,2760,5
47,4,0,0,0,0,1,9,2,1,0,5,2788,11,2083,5
48,3,0,0,0,1,2,2,4,12,0,14,592,7,103,5
49,4,0,0,0,0,1,2,1,10,0,9,22434,2,1192,5
50,4,0,0,0,0,1,2,0,1,1,2,49751,14,2336,5
51,3,0,0,0,1,0,6,0,1,1,3,7656,5,1251,5
