,P,A,L,M,S,RGI,RGO,RRI,RRO,V,1-2-1,TYFCB,CEU,user_ID,chapter_ID
0,3,0,0,0,0,1,0,9,0,0,1,0,4,790,1
1,1,2,0,0,0,0,0,0,1,0,1,1064,0,2335,1
2,3,0,0,0,0,0,1,0,3,0,2,3058,6,1919,1
3,3,0,0,0,0,1,0,1,0,0,3,4323,0,313,1
4,2,1,0,0,0,2,1,0,0,0,3,51,3,1267,1
5,3,0,0,0,0,1,0,1,0,0,1,0,9,147,1
6,3,0,0,0,0,0,0,0,2,0,2,0,6,1870,1
7,3,0,0,0,0,0,0,0,0,0,1,1182,0,1320,1
8,3,0,0,0,0,7,2,3,1,0,1,892,3,740,1
9,3,0,0,0,0,1,2,0,1,0,1,0,29,2162,1
10,2,0,0,0,1,1,2,0,0,0,6,17650,12,2471,1
11,0,2,0,0,1,0,0,0,0,0,2,0,0,941,1
12,3,0,0,0,0,0,2,1,1,0,4,180,8,2366,3
13,3,0,0,0,0,0,2,0,0,0,4,340,2,1417,3
14,3,0,0,0,0,0,4,0,1,0,3,0,4,2415,3
15,3,0,0,0,0,0,1,0,4,0,5,1250,19,889,3
16,3,0,0,0,0,0,3,1,0,0,8,0,2,28,3
17,1,1,1,0,0,0,0,1,7,0,4,0,0,2431,3
18,3,0,0,0,0,0,2,0,2,0,5,500,1,1492,3
19,3,0,0,0,0,0,4,0,1,0,3,0,0,2292,3
20,3,0,0,0,0,3,1,0,2,1,8,0,2,634,3
21,2,1,0,0,0,0,0,1,1,0,0,850,0,2127,3
22,2,0,0,0,1,0,1,0,1,0,2,1839,4,1581,3
23,3,0,0,0,0,0,1,0,1,0,7,0,12,2612,3
24,3,0,0,0,0,0,5,0,2,3,8,0,6,1948,3
25,3,0,0,0,0,0,0,0,0,4,4,0,10,1738,3
26,3,0,0,0,0,0,0,0,0,0,6,0,2,2791,3
27,3,0,0,0,0,2,5,0,3,0,4,195,6,2764,3
28,3,0,0,0,0,0,1,0,1,0,2,3194,2,979,3
29,3,0,0,0,0,0,1,0,3,0,4,0,9,556,3
30,3,0,0,0,0,0,1,1,2,0,3,0,6,2640,3
31,0,1,1,0,1,0,1,1,0,0,0,0,0,2153,3
32,2,1,0,0,0,0,4,0,6,0,2,2861,3,682,5
33,3,0,0,0,0,1,1,0,3,2,0,3783,9,1248,5
34,3,0,0,0,0,0,3,1,0,1,5,0,10,1845,5
35,2,0,0,0,1,1,1,1,4,0,2,3009,1,1681,5
36,3,0,0,0,0,1,0,0,2,0,4,0,2,2296,5
37,3,0,0,0,0,0,17,6,25,0,7,20788,3,2184,5
38,3,0,0,0,0,1,4,0,1,0,0,1344,4,1509,5
39,3,0,0,0,0,1,2,0,3,0,5,117,3,824,5
40,3,0,0,0,0,0,9,1,3,0,7,6960,5,2721,5
41,3,0,0,0,0,2,2,0,3,1,3,765,6,948,5
42,2,1,0,0,0,1,3,1,5,0,3,198,4,2760,5
43,3,0,0,0,0,0,3,0,5,2,0,571,6,2083,5
44,2,0,0,0,1,2,1,0,1,0,1,862,4,103,5
45,3,0,0,0,0,3,6,1,0,0,3,164,3,1920,5
46,3,0,0,0,0,0,3,2,2,0,7,23596,3,1192,5
47,3,0,0,0,0,1,5,0,1,0,6,228,11,2336,5
48,3,0,0,0,0,1,2,0,0,1,2,414,5,1251,5
49,2,0,1,0,0,2,0,1,2,0,1,414,1,16,5
50,3,0,0,0,0,0,3,1,6,0,0,4543,3,2452,5
51,3,0,0,0,0,2,0,1,2,0,6,1500,3,1106,5
52,3,0,0,0,0,0,1,1,0,0,1,2113,8,1470,5
53,3,0,0,0,0,1,2,0,5,0,1,2219,3,2063,5
54,3,0,0,0,0,3,0,1,0,0,3,57,2,2190,5
55,3,0,0,0,0,0,2,0,1,0,5,1708,7,1837,5
56,3,0,0,0,0,0,3,1,5,0,0,1056,1,2398,5
57,3,0,0,0,0,0,7,0,3,2,0,3875,8,2774,5
58,3,0,0,0,0,3,1,3,2,0,3,1150,3,1018,5
59,2,0,0,0,1,1,1,0,1,0,0,7048,8,2916,5
60,3,0,0,0,0,0,2,3,2,1,2,122,5,1533,5
61,3,0,0,0,0,0,6,0,0,0,2,8935,5,2840,5
62,2,1,0,0,0,0,1,2,2,0,7,16,9,1728,5
63,2,0,0,0,1,0,3,1,1,0,3,8584,4,221,5
64,2,0,0,0,1,0,1,2,1,0,0,0,2,1853,8
65,3,0,0,0,0,3,6,0,1,0,4,5441,14,2539,8
66,3,0,0,0,0,0,0,0,2,1,3,0,5,2802,8
67,3,0,0,0,0,1,7,0,5,0,3,50,2,475,8
68,3,0,0,0,0,1,0,0,0,0,0,2414,0,947,8
69,3,0,0,0,0,1,5,0,2,0,7,85,7,1539,8
70,3,0,0,0,0,6,3,0,2,1,0,925,4,1614,8
71,3,0,0,0,0,0,2,0,0,0,1,85,0,1895,8
72,3,0,0,0,0,0,4,1,0,1,5,130,14,2742,8
73,3,0,0,0,0,1,0,6,9,0,0,85,2,2577,8
74,1,0,0,0,2,0,0,0,1,0,3,0,0,1084,8
75,3,0,0,0,0,0,5,0,0,1,5,1140,12,1819,8
76,3,0,0,0,0,0,4,2,10,0,2,200,4,2191,8
77,3,0,0,0,0,0,0,0,11,1,1,130,0,202,8
78,3,0,0,0,0,3,6,0,1,0,3,200,8,1204,8
79,2,0,1,0,0,0,0,0,1,0,0,0,0,1353,8
80,2,1,0,0,0,0,1,0,3,0,1,0,0,1033,8
81,2,1,0,0,0,1,8,0,2,1,3,430,1,2495,8
82,3,0,0,0,0,0,2,0,2,2,1,0,0,1286,8
83,3,0,0,0,0,1,2,1,6,0,4,0,2,2543,8
84,3,0,0,0,0,0,0,1,1,1,0,0,0,895,8
85,3,0,0,0,0,0,3,0,1,0,4,0,4,420,8
86,2,0,0,0,1,0,3,0,1,0,0,240,0,727,8
87,3,0,0,0,0,1,1,2,3,0,2,870,1,1299,8
88,3,0,0,0,0,0,8,0,6,0,10,85,7,2328,8
89,3,0,0,0,0,1,0,1,0,1,2,0,0,1140,8
90,3,0,0,0,0,1,1,1,1,0,5,85,3,752,8
91,3,0,0,0,0,5,2,7,1,0,0,0,2,2112,8
92,3,0,0,0,0,0,1,0,1,0,1,0,0,2004,8
93,3,0,0,0,0,3,2,5,7,1,0,5745,0,2080,8
94,3,0,0,0,0,1,0,0,2,0,6,0,2,1344,8
95,3,0,0,0,0,0,2,0,3,1,6,1339,4,2901,8
96,3,0,0,0,0,1,2,0,2,0,2,935,5,2279,8
97,2,0,0,0,0,0,0,0,1,0,7,0,0,1448,9
98,2,0,0,0,0,0,0,1,0,2,1,3071,0,1541,9
99,2,0,0,0,0,1,2,1,1,0,6,49134,3,1601,9
100,2,0,0,0,0,0,2,0,0,0,1,539,5,488,9
101,2,0,0,0,0,2,0,0,0,0,7,0,0,1788,9
102,2,0,0,0,0,0,1,0,0,0,4,2580,9,411,9
103,2,0,0,0,0,0,1,0,3,0,3,0,0,1294,9
104,2,0,0,0,0,2,3,1,0,3,3,0,19,2218,9
105,2,0,0,0,0,0,2,0,0,0,1,0,1,24,9
106,2,0,0,0,0,0,3,1,0,0,0,2385,0,566,9
107,2,0,0,0,0,0,4,4,2,0,4,0,1,27,9
108,2,0,0,0,0,0,0,0,0,0,2,0,5,1528,9
109,2,0,0,0,0,0,1,0,1,0,2,0,2,2126,9
110,2,0,0,0,0,1,0,2,1,0,0,6571,0,2454,9
111,1,0,0,0,1,0,0,0,0,0,0,28,1,2749,9
112,2,0,0,0,0,0,0,0,1,0,1,259,7,2358,9
113,2,0,0,0,0,4,0,0,0,0,3,135,6,929,9
114,0,0,0,2,0,0,0,0,0,0,0,0,0,1313,9
115,3,0,0,0,0,1,1,0,2,0,6,20,5,1798,10
116,3,0,0,0,0,0,1,3,2,0,1,2880,5,950,10
117,3,0,0,0,0,0,4,0,0,0,12,0,17,2293,10
118,3,0,0,0,0,0,0,0,0,0,6,0,4,1487,10
119,2,1,0,0,0,1,1,0,1,0,4,57020,2,1325,10
120,3,0,0,0,0,0,2,0,0,0,3,0,2,1454,10
121,3,0,0,0,0,0,4,0,0,1,7,1684,14,1326,10
122,3,0,0,0,0,1,1,2,3,0,2,900,29,1703,10
123,3,0,0,0,0,0,0,0,2,0,6,600,0,890,10
124,3,0,0,0,0,0,2,1,3,0,5,2560,1,836,10
125,3,0,0,0,0,0,1,2,0,0,7,0,7,1737,10
126,3,0,0,0,0,0,2,0,3,0,8,0,5,2143,10
127,3,0,0,0,0,0,2,0,0,0,7,100,3,2679,10
128,3,0,0,0,0,0,0,0,0,0,4,0,5,1943,10
129,3,0,0,0,0,1,1,0,1,0,4,1548,4,2109,10
130,3,0,0,0,0,0,1,1,2,0,5,0,5,66,10
131,3,0,0,0,0,1,0,0,1,0,4,2544,1,1395,10
132,1,0,0,0,0,0,0,0,0,0,0,0,0,1822,10
133,3,0,0,0,0,0,11,0,0,0,7,21561,14,1476,10
134,3,0,0,0,0,2,2,0,0,0,3,2060,4,676,10
135,3,0,0,0,0,0,0,0,1,0,0,450,0,726,10
136,3,0,0,0,0,0,2,0,1,0,2,210,0,1731,10
137,3,0,0,0,0,0,1,0,3,0,6,200,0,2131,10
138,3,0,0,0,0,1,1,0,0,0,11,1284,1,668,10
139,3,0,0,0,0,1,1,1,3,0,5,62,4,1124,10
140,2,0,0,0,0,0,0,1,0,0,0,0,0,240,10
141,3,0,0,0,0,2,1,1,2,1,4,0,6,130,10
142,3,0,0,0,0,1,0,0,2,0,0,1867,1,1873,10
143,2,0,0,0,1,0,3,0,5,0,3,0,4,1217,10
144,3,0,0,0,0,0,1,0,4,0,18,57982,1,136,10
145,3,0,0,0,0,1,0,0,0,0,3,74,15,564,10
146,4,0,0,0,0,1,1,0,2,2,5,0,2,857,11
147,4,0,0,0,0,0,2,0,0,0,0,2400,0,1652,11
148,3,0,1,0,0,0,0,0,0,0,0,0,0,1904,11
149,4,0,0,0,0,1,2,0,0,0,3,0,13,2600,11
150,4,0,0,0,0,1,2,1,1,0,0,3674,3,1682,11
151,4,0,0,0,0,0,4,0,1,0,5,0,0,2306,11
152,4,0,0,0,0,0,0,1,2,0,0,750,0,1811,11
153,4,0,0,0,0,1,1,0,0,0,1,92,0,1631,11
154,4,0,0,0,0,1,1,1,9,0,8,0,3,910,11
155,4,0,0,0,0,0,4,2,1,0,4,480,0,2544,11
156,4,0,0,0,0,1,0,6,1,0,4,480,5,2849,11
157,3,0,0,0,1,0,0,0,0,0,0,0,0,923,11
158,4,0,0,0,0,5,0,2,0,0,10,294,39,1749,11
159,4,0,0,0,0,1,2,4,3,0,2,1024,5,1237,11
160,4,0,0,0,0,2,1,0,0,0,3,1100,0,2673,11
161,4,0,0,0,0,1,1,0,1,0,7,186,0,2394,11
162,4,0,0,0,0,0,0,0,5,0,4,480,0,2762,11
163,4,0,0,0,0,1,12,1,6,0,3,627,0,83,11
164,4,0,0,0,0,2,8,1,2,0,4,2350,5,2455,11
165,3,0,0,0,1,0,0,1,0,0,1,3264,0,1345,11
166,3,0,0,0,0,1,0,1,0,0,4,0,5,772,14
167,3,0,0,0,0,1,2,2,2,1,4,1764,1,2122,14
168,3,0,0,0,0,0,1,0,1,0,3,0,1,2487,14
169,3,0,0,0,0,0,1,1,5,0,3,2115,4,1231,14
170,3,0,0,0,0,0,0,0,0,0,1,0,5,1426,14
171,2,1,0,0,0,0,1,1,0,0,0,0,2,1544,14
172,3,0,0,0,0,0,1,0,1,0,3,0,1,1072,14
173,3,0,0,0,0,4,4,1,3,0,2,45828,7,2908,14
174,3,0,0,0,0,0,3,0,0,0,5,0,0,1961,14
175,3,0,0,0,0,2,5,1,2,0,3,148,1,542,14
176,2,0,0,0,1,0,1,1,4,0,3,512,3,665,14
177,2,0,0,0,1,1,1,0,5,0,0,0,2,559,14
178,2,1,0,0,0,1,0,0,0,0,0,0,0,1058,14
179,3,0,0,0,0,2,4,1,1,0,4,598,1,1665,14
180,2,1,0,0,0,0,0,1,1,0,6,0,5,2355,14
181,3,0,0,0,0,0,1,0,3,0,2,0,2,2664,14
182,3,0,0,0,0,1,3,3,3,0,7,84,2,315,14
183,3,0,0,0,0,1,2,0,2,0,4,2080,2,1887,14
184,3,0,0,0,0,0,0,1,0,0,2,0,1,638,14
185,3,0,0,0,0,2,1,2,0,0,6,2812,3,995,14
186,2,1,0,0,0,1,0,0,4,0,2,7214,2,1899,14
187,3,0,0,0,0,0,2,0,0,0,1,0,1,2779,14
188,3,0,0,0,0,1,4,1,1,0,3,565,2,2042,14
189,3,0,0,0,0,3,4,2,2,0,4,985,0,2458,14
190,3,0,0,0,0,1,0,2,2,0,2,48,3,2180,14
191,3,0,0,0,0,1,0,3,0,0,0,0,3,659,14
192,3,0,0,0,0,2,0,1,0,0,5,13761,0,547,14
193,4,0,0,0,0,0,0,0,0,0,5,0,11,875,16
194,4,0,0,0,0,0,0,4,6,2,4,12178,0,277,16
195,4,0,0,0,0,0,1,0,0,0,1,2100,3,533,16
196,4,0,0,0,0,1,1,2,4,0,0,0,0,1995,16
197,4,0,0,0,0,1,2,0,4,1,5,582,5,1304,16
198,1,1,1,0,1,0,0,0,1,0,0,1125,0,516,16
199,4,0,0,0,0,1,3,1,2,0,0,2247,3,850,16
200,3,1,0,0,0,0,8,1,0,0,3,14402,19,792,16
201,3,1,0,0,0,0,3,1,4,0,3,598,5,2427,16
202,3,1,0,0,0,0,9,0,0,1,5,7288,5,1790,16
203,4,0,0,0,0,0,2,0,0,2,0,0,16,2061,16
204,4,0,0,0,0,0,1,0,1,0,8,100,0,933,16
205,4,0,0,0,0,1,0,0,0,0,1,3482,0,1846,16
206,4,0,0,0,0,1,5,1,2,0,3,2004,0,1432,16
207,4,0,0,0,0,0,1,0,3,0,3,0,0,1562,16
208,3,0,1,0,0,1,1,1,1,0,2,5509,4,1017,16
209,4,0,0,0,0,1,1,0,2,0,4,0,12,2883,16
210,4,0,0,0,0,0,2,0,3,2,4,5077,0,2331,16
211,4,0,0,0,0,2,1,2,4,0,1,6319,7,383,16
212,4,0,0,0,0,1,0,0,0,1,1,2171,1,105,16
213,0,2,0,0,0,0,0,0,0,0,0,0,0,639,16
214,2,2,0,0,0,1,0,0,0,0,0,1140,0,2657,16
215,3,0,0,0,0,0,0,0,0,0,4,136337,1,1112,17
216,3,0,0,0,0,0,0,0,1,0,1,3132,4,2785,17
217,3,0,0,0,0,0,0,0,3,0,0,0,0,1141,17
218,3,0,0,0,0,1,0,1,0,0,3,0,1,2654,17
219,3,0,0,0,0,1,0,1,2,0,6,0,1,2,17
220,2,1,0,0,0,0,0,0,0,0,2,0,0,1276,17
221,3,0,0,0,0,2,0,0,0,0,2,0,3,1077,17
222,3,0,0,0,0,1,0,0,1,0,3,3779,4,1277,17
223,3,0,0,0,0,1,0,0,1,0,8,0,0,2545,17
224,2,1,0,0,0,3,2,4,0,0,5,3278,3,2513,17
225,2,0,0,0,1,0,3,1,3,1,8,1672,25,1201,17
226,0,2,0,1,0,0,0,0,1,0,0,0,0,1606,17
227,3,0,0,0,0,1,2,0,1,0,2,4034,1,1081,17
228,2,0,0,0,1,0,0,0,1,0,1,635,0,2422,17
229,2,0,0,0,1,1,0,1,5,0,1,0,3,1131,17
230,3,0,0,0,0,1,9,1,1,0,7,4044,7,848,17
231,2,1,0,0,0,0,0,0,1,0,3,459,3,1253,17
232,3,0,0,0,0,1,1,0,0,1,4,36,3,587,17
233,3,0,0,0,0,0,0,0,2,0,3,100,4,2066,17
234,3,0,0,0,0,1,4,0,1,0,3,0,1,1413,17
235,2,1,0,0,0,0,5,1,0,0,5,2350,0,2816,17
236,3,0,0,0,0,0,0,0,3,0,8,8988,1,2351,17
237,3,0,0,0,0,1,0,1,0,0,1,0,4,778,17
238,1,1,0,0,1,0,4,0,2,0,0,0,4,2024,18
239,2,0,0,0,1,0,1,0,1,0,0,520,0,902,18
240,3,0,0,0,0,1,5,0,1,0,5,3808,9,2643,18
