,P,A,L,M,S,RGI,RGO,RRI,RRO,V,1-2-1,TYFCB,CEU,user_ID,chapter_ID
0,4,0,0,0,0,1,4,3,11,0,8,10,4,682,5
1,4,0,0,0,0,2,3,1,5,2,11,198,4,1810,5
2,3,0,0,0,0,2,0,2,4,0,5,0,2,2624,5
3,4,0,0,0,0,4,2,0,1,0,3,526,6,1681,5
4,1,0,0,0,0,1,0,0,0,0,4,0,1,163,5
5,4,0,0,0,0,2,2,1,2,0,7,0,3,2296,5
6,3,0,0,0,1,1,28,0,3,2,14,168862,3,2184,5
7,3,1,0,0,0,0,4,0,6,0,5,38,1,2057,5
8,3,0,0,0,1,3,0,0,1,0,2,0,5,354,5
9,4,0,0,0,0,0,7,1,3,0,6,152169,3,2721,5
10,3,1,0,0,0,1,2,5,3,0,9,361,5,1076,5
11,4,0,0,0,0,0,7,0,2,0,3,8524,3,948,5
12,3,0,0,0,1,0,4,1,1,0,9,1506,15,2760,5
13,4,0,0,0,0,0,24,2,7,0,1,6546,3,2083,5
14,4,0,0,0,0,0,8,0,1,0,2,1008,7,103,5
15,1,1,1,0,1,0,3,0,1,0,1,1837,3,173,5
16,4,0,0,0,0,4,0,3,5,0,9,424,4,490,5
17,3,1,0,0,0,1,3,7,17,0,2,1202,6,1635,5
18,4,0,0,0,0,0,8,1,2,0,3,910,8,2336,5
19,4,0,0,0,0,1,12,0,0,0,0,21454,3,1251,5
20,4,0,0,0,0,0,6,0,7,1,1,1412,4,1897,5
21,4,0,0,0,0,2,4,1,2,1,2,152,5,2565,5
22,3,1,0,0,0,1,1,0,0,0,2,651,5,1106,5
23,3,1,0,0,0,2,2,0,4,0,4,324,3,2516,5
24,4,0,0,0,0,1,5,0,2,0,6,13100,3,2063,5
25,3,1,0,0,0,0,0,0,1,0,7,1420,0,1260,5
26,3,0,0,0,1,1,8,1,1,0,5,2263,14,1837,5
27,4,0,0,0,0,1,7,1,2,0,7,5111,4,2398,5
28,4,0,0,0,0,0,3,1,2,1,2,2685,4,2916,5
29,3,0,0,0,1,0,6,0,2,0,4,8454,5,369,5
30,4,0,0,0,0,0,2,1,9,0,5,1000,10,1533,5
31,2,0,0,0,2,2,7,1,5,1,2,7629,5,584,5
32,3,1,0,0,0,1,1,2,5,0,3,260,4,2566,5
33,4,0,0,0,0,2,5,2,42,0,4,1542,3,484,5
34,4,0,0,0,0,2,3,0,1,0,2,5117,5,1363,5
35,3,0,0,0,1,2,6,0,7,0,9,992,9,1742,5
36,4,0,0,0,0,0,3,0,2,1,3,3083,11,221,5
37,4,0,0,0,0,0,1,2,3,1,5,0,10,336,7
38,4,0,0,0,0,0,4,2,5,0,1,55,0,2379,7
39,1,0,0,0,0,0,0,0,0,0,0,0,0,447,7
40,4,0,0,0,0,1,2,1,0,0,3,450,2,2430,7
41,3,0,0,0,1,0,7,2,3,2,6,308,4,1440,7
42,4,0,0,0,0,2,6,0,4,0,5,994,3,1386,7
43,4,0,0,0,0,0,2,2,0,0,1,0,1,1839,7
44,2,1,0,0,1,1,1,2,4,0,3,350,1,193,7
