,P,A,L,M,S,RGI,RGO,RRI,RRO,V,1-2-1,TYFCB,CEU,user_ID,chapter_ID
0,5,0,0,0,0,0,3,0,8,0,2,4971,2,682,5
1,2,0,0,0,0,0,0,0,0,0,0,0,0,2822,5
2,5,0,0,0,0,2,3,1,1,0,11,1756,7,1810,5
3,5,0,0,0,0,0,3,3,6,0,2,2451,2,2624,5
4,5,0,0,0,0,2,22,1,3,2,20,31493,6,2184,5
5,5,0,0,0,0,2,2,2,2,0,11,2761,8,2057,5
6,5,0,0,0,0,1,0,1,2,0,1,400,0,354,5
7,5,0,0,0,0,2,3,1,7,2,5,855,7,2721,5
8,5,0,0,0,0,1,2,1,2,0,3,69,4,1076,5
9,5,0,0,0,0,1,8,1,4,0,2,9959,5,948,5
10,4,0,0,0,1,1,3,2,5,0,4,5323,10,2760,5
11,5,0,0,0,0,2,9,0,3,1,5,2173,6,2083,5
12,5,0,0,0,0,1,3,0,5,0,2,260,3,103,5
13,5,0,0,0,0,3,10,1,14,2,6,1808,2,1559,5
14,5,0,0,0,0,3,8,1,1,0,6,2028,5,173,5
15,5,0,0,0,0,0,6,1,5,0,6,637,3,490,5
16,5,0,0,0,0,4,4,4,8,0,9,24333,3,1635,5
17,2,0,0,0,0,0,0,0,1,0,0,0,0,2336,5
18,5,0,0,0,0,0,3,0,2,0,3,60,3,1251,5
19,5,0,0,0,0,0,6,0,3,0,2,8756,9,1897,5
20,3,0,0,0,0,1,1,2,1,0,1,0,0,2228,5
21,4,0,0,1,0,3,2,1,1,0,2,1339,12,1106,5
22,5,0,0,0,0,2,3,0,4,0,2,5188,3,2516,5
23,5,0,0,0,0,2,4,0,4,0,5,8067,3,2063,5
24,5,0,0,0,0,1,0,0,2,0,1,3824,2,1837,5
25,4,0,0,0,1,0,5,1,1,0,4,1101,4,2398,5
26,5,0,0,0,0,4,0,1,3,0,8,3172,10,2222,5
27,5,0,0,0,0,0,4,0,1,0,4,17446,6,2916,5
28,4,0,0,0,1,0,11,1,1,0,0,7735,3,369,5
29,5,0,0,0,0,2,5,1,2,0,5,5463,6,1533,5
30,4,0,0,0,1,3,0,1,7,0,2,4897,4,2566,5
31,5,0,0,0,0,0,2,6,4,1,2,1101,1,484,5
32,5,0,0,0,0,2,3,9,15,0,8,1378,2,1806,5
33,5,0,0,0,0,3,3,0,0,0,1,809,4,1742,5
34,2,0,0,0,0,0,0,1,2,0,0,0,1,221,5
35,2,1,0,0,0,0,0,0,2,0,4,75,0,2067,7
36,3,0,0,0,0,1,1,0,2,0,4,0,3,336,7
37,3,0,0,0,0,0,0,1,7,0,2,0,0,2379,7
38,2,0,0,0,1,2,3,0,1,2,5,37,4,1386,7
39,3,0,0,0,0,3,2,0,3,0,6,40,3,171,7
40,2,0,0,0,0,0,0,0,0,0,1,0,0,1839,7
41,3,0,0,0,0,2,2,2,2,0,5,807,10,193,7
42,2,1,0,0,0,2,3,1,0,1,9,191,3,1295,7
43,3,0,0,0,0,0,5,2,1,3,4,1750,6,2271,7
44,2,1,0,0,0,1,0,0,0,0,7,1188,0,1867,7
45,3,0,0,0,0,1,1,2,4,1,2,8659,4,1527,7
46,3,0,0,0,0,2,1,0,3,0,1,243,6,2671,7
47,1,1,1,0,0,3,1,3,4,0,4,993,2,2680,7
48,3,0,0,0,0,1,2,1,0,3,2,6212,7,116,7
49,3,0,0,0,0,0,2,0,0,0,0,700,2,2835,7
50,3,0,0,0,0,1,0,0,1,0,0,0,1,768,7
51,3,0,0,0,0,1,2,8,5,0,5,0,1,1656,7
52,3,0,0,0,0,0,6,0,1,1,6,7104,4,1482,7
