,P,A,L,M,S,RGI,RGO,RRI,RRO,V,1-2-1,TYFCB,CEU,user_ID,chapter_ID
0,5,0,0,0,0,2,2,0,17,0,9,16958,3,682,5
1,5,0,0,0,0,1,7,2,4,0,15,385,10,2822,5
2,5,0,0,0,0,2,10,2,8,0,21,1562,7,1810,5
3,5,0,0,0,0,0,5,0,11,0,5,7051,4,2624,5
4,5,0,0,0,0,0,25,4,7,1,26,7804,5,2184,5
5,5,0,0,0,0,4,1,2,2,0,6,1987,6,2057,5
6,5,0,0,0,0,4,4,4,8,0,14,1191,7,212,5
7,5,0,0,0,0,1,4,2,5,0,5,4022,4,2721,5
8,3,2,0,0,0,1,4,0,1,0,3,1763,6,1076,5
9,5,0,0,0,0,1,11,2,2,0,2,7416,12,948,5
10,5,0,0,0,0,1,2,2,3,0,4,5284,9,2760,5
11,5,0,0,0,0,2,13,4,4,2,5,2747,10,2083,5
12,5,0,0,0,0,0,7,1,1,0,11,2581,11,103,5
13,3,0,0,0,2,0,5,0,6,0,2,4617,6,173,5
14,5,0,0,0,0,0,7,1,3,1,8,2192,4,490,5
15,5,0,0,0,0,0,7,2,6,0,9,1772,7,1635,5
16,4,0,1,0,0,2,5,1,13,1,7,580,6,2731,5
17,4,0,0,0,1,1,2,1,2,0,1,4494,5,1251,5
18,4,1,0,0,0,0,9,1,3,1,1,43928,5,1897,5
19,5,0,0,0,0,4,4,5,2,0,4,2418,3,2228,5
20,5,0,0,0,0,1,0,0,0,0,6,4951,6,1106,5
21,4,1,0,0,0,0,5,1,1,0,6,2093,3,2063,5
22,5,0,0,0,0,1,2,1,1,0,5,1843,2,1837,5
23,2,1,0,0,2,0,1,1,3,0,2,343,2,2398,5
24,5,0,0,0,0,0,8,0,3,0,4,9383,5,2916,5
25,4,0,1,0,0,0,12,0,1,0,6,11233,6,369,5
26,5,0,0,0,0,1,3,0,12,0,10,3219,6,1533,5
27,5,0,0,0,0,1,6,1,2,0,19,188,8,418,5
28,5,0,0,0,0,5,0,0,8,0,4,1606,12,2566,5
29,5,0,0,0,0,3,3,3,2,0,16,15320,6,484,5
