,P,A,L,M,S,RGI,RGO,RRI,RRO,V,1-2-1,TYFCB,CEU,user_ID,chapter_ID
0,4,0,0,0,0,1,2,5,2,3,2,115,8,790,1
1,4,0,0,0,0,1,4,0,1,0,3,2665,3,1919,1
2,3,1,0,0,0,1,0,0,0,1,1,3320,9,313,1
3,4,0,0,0,0,2,0,0,2,2,4,56,3,1267,1
4,4,0,0,0,0,3,2,1,2,2,6,0,3,147,1
5,3,0,0,0,1,0,1,0,4,0,3,0,3,1870,1
6,4,0,0,0,0,0,1,0,0,1,4,1170,10,1320,1
7,3,0,0,0,1,1,1,2,0,0,1,105,1,740,1
8,4,0,0,0,0,1,1,1,0,0,3,900,2,2162,1
9,2,1,0,0,1,0,0,1,1,2,1,1450,0,2471,1
10,4,1,0,0,0,0,0,0,0,0,1,225,0,2366,3
11,5,0,0,0,0,0,3,0,2,0,3,0,4,1417,3
12,4,0,0,0,1,0,1,0,8,0,9,8536,6,2415,3
13,4,0,0,0,1,0,3,2,4,2,9,380,4,889,3
14,5,0,0,0,0,0,15,0,1,0,7,0,6,28,3
15,4,1,0,0,0,0,0,0,6,0,2,0,0,2431,3
16,4,0,0,0,1,2,1,0,2,0,4,2949,6,1492,3
17,4,0,0,0,1,0,4,0,1,0,3,0,0,2292,3
18,5,0,0,0,0,0,9,0,3,2,14,0,8,634,3
19,5,0,0,0,0,0,0,1,1,0,3,700,0,2127,3
20,4,0,0,0,1,3,4,1,4,0,9,0,4,1581,3
21,5,0,0,0,0,0,3,0,3,0,9,60,6,2612,3
22,4,0,0,0,1,2,2,1,7,0,14,120,1,1948,3
23,5,0,0,0,0,0,0,0,1,0,9,0,12,1738,3
24,5,0,0,0,0,0,4,0,4,0,7,0,6,2791,3
25,4,0,0,0,1,0,3,0,3,3,4,7235,2,2764,3
26,3,2,0,0,0,0,1,0,0,0,6,599,2,979,3
27,5,0,0,0,0,0,6,0,4,1,9,202,8,556,3
28,5,0,0,0,0,0,6,1,6,2,10,4392,9,2640,3
29,1,0,0,0,0,0,0,0,0,0,0,0,0,1977,3
30,3,1,0,0,1,0,3,0,0,0,2,0,0,2153,3
31,4,0,0,0,0,2,3,7,11,0,17,568,5,977,5
32,2,1,0,0,1,1,4,0,4,1,0,3039,5,682,5
33,4,0,0,0,0,5,6,0,7,1,4,6044,10,1248,5
34,3,0,0,0,1,2,6,2,1,0,4,301,27,1845,5
35,4,0,0,0,0,3,2,4,2,0,5,247,6,1681,5
36,4,0,0,0,0,4,0,1,2,0,5,59,10,2296,5
37,3,0,1,0,0,0,40,5,30,2,12,26653,5,2184,5
38,1,3,0,0,0,0,0,0,0,0,0,0,0,1576,5
39,2,0,1,0,1,0,4,0,7,1,0,2013,2,1509,5
40,4,0,0,0,0,1,11,0,2,0,3,596,2,824,5
41,4,0,0,0,0,0,11,2,7,0,10,7612,5,2721,5
42,4,0,0,0,0,3,2,0,5,0,4,3529,10,948,5
43,4,0,0,0,0,2,7,3,3,0,4,5032,12,2760,5
44,4,0,0,0,0,1,4,1,2,0,4,1851,3,2083,5
45,4,0,0,0,0,1,2,0,6,0,8,1418,12,103,5
46,4,0,0,0,0,2,1,4,4,2,11,561,3,1920,5
47,2,0,0,0,0,2,0,0,2,0,5,0,2,1063,5
48,3,0,0,0,1,2,1,1,2,0,3,10942,6,1192,5
49,4,0,0,0,0,2,3,0,1,0,5,2130,14,2336,5
50,4,0,0,0,0,1,2,0,0,1,8,849,5,1251,5
51,3,0,1,0,0,1,2,0,6,0,2,976,3,16,5
52,4,0,0,0,0,1,3,3,10,0,2,580,4,2452,5
53,3,0,1,0,0,1,2,2,3,1,8,1367,3,1106,5
54,4,0,0,0,0,1,10,1,0,0,5,2991,10,1470,5
55,3,1,0,0,0,0,2,0,2,0,6,1842,8,2063,5
56,2,1,0,0,1,1,2,0,2,0,2,126,2,2190,5
57,2,0,0,0,2,1,3,0,1,0,0,3727,3,1837,5
58,4,0,0,0,0,0,5,2,2,0,6,1000,2,2398,5
59,4,0,0,0,0,0,8,0,6,0,5,5583,8,2774,5
60,4,0,0,0,0,1,4,3,7,2,6,841,8,1018,5
61,4,0,0,0,0,0,2,0,3,1,8,6353,5,2916,5
62,4,0,0,0,0,1,2,1,8,0,10,4593,15,1533,5
63,4,0,0,0,0,3,5,1,1,0,0,2398,7,2840,5
64,2,0,0,2,0,0,2,0,6,0,2,664,3,1728,5
65,4,0,0,0,0,1,5,2,4,1,2,37471,4,221,5
66,3,0,0,0,0,0,0,3,1,0,1,0,5,1853,8
67,3,0,0,0,0,2,3,0,4,1,4,11228,9,2539,8
68,3,0,0,0,0,1,2,0,0,1,10,0,2,2802,8
69,3,0,0,0,0,1,4,0,2,0,1,0,6,475,8
70,3,0,0,0,0,1,0,0,0,0,0,14255,0,947,8
71,3,0,0,0,0,2,1,1,4,1,5,0,17,1539,8
72,3,0,0,0,0,0,3,1,1,0,4,1380,9,1614,8
73,3,0,0,0,0,1,4,0,1,0,0,3372,3,1895,8
74,3,0,0,0,0,1,1,0,3,0,2,202,2,2742,8
75,3,0,0,0,0,1,0,3,8,0,0,0,4,2577,8
76,3,0,0,0,0,3,9,1,3,0,14,0,16,1084,8
77,3,0,0,0,0,0,0,0,0,0,4,413,13,1819,8
78,2,1,0,0,0,0,3,3,4,3,5,252,4,2191,8
79,3,0,0,0,0,3,5,0,4,0,7,271,9,202,8
80,3,0,0,0,0,1,5,1,2,1,4,2084,0,1204,8
81,3,0,0,0,0,0,0,0,2,0,1,549,0,1353,8
82,3,0,0,0,0,0,2,2,7,0,2,3144,0,1033,8
83,3,0,0,0,0,0,9,0,0,0,10,195,5,2495,8
84,3,0,0,0,0,0,2,0,1,0,0,0,0,1286,8
85,3,0,0,0,0,0,2,1,6,0,9,80,1,2543,8
86,3,0,0,0,0,0,2,2,2,0,5,325,1,895,8
87,3,0,0,0,0,4,3,0,3,0,4,0,5,420,8
88,3,0,0,0,0,1,5,0,0,2,3,85,6,727,8
89,3,0,0,0,0,1,3,2,2,2,4,85,3,1299,8
90,3,0,0,0,0,0,3,1,5,0,1,4253,5,2328,8
91,3,0,0,0,0,0,1,1,1,0,4,76,0,1140,8
92,3,0,0,0,0,1,1,1,2,0,5,85,6,752,8
93,3,0,0,0,0,1,3,0,1,0,8,0,3,2112,8
94,3,0,0,0,0,1,3,0,3,0,3,85,0,2004,8
95,3,0,0,0,0,5,0,6,8,0,9,9344,1,2080,8
96,3,0,0,0,0,1,0,0,0,0,9,284,3,1344,8
97,3,0,0,0,0,0,0,0,0,0,7,0,0,2901,8
98,2,0,0,0,1,1,5,0,1,0,11,885,16,2279,8
99,4,0,0,0,0,2,4,1,2,2,10,0,40,1448,9
100,4,0,0,0,0,2,1,1,3,0,7,4779,22,1541,9
101,4,0,0,0,0,2,11,1,2,1,13,6602,34,1601,9
102,4,0,0,0,0,3,0,0,1,0,5,2777,7,488,9
103,4,0,0,0,0,1,3,0,4,2,10,771,8,1788,9
104,3,0,1,0,0,1,3,1,3,0,6,2408,30,411,9
105,3,0,1,0,0,3,2,3,8,0,4,6266,6,1294,9
106,4,0,0,0,0,0,0,1,1,0,8,375,12,2218,9
107,1,1,0,0,0,0,0,0,2,0,0,0,0,24,9
108,4,0,0,0,0,1,14,4,0,1,6,12462,20,566,9
109,4,0,0,0,0,4,3,5,6,1,4,120,13,27,9
110,4,0,0,0,0,0,2,0,1,1,5,589,11,1528,9
111,3,1,0,0,0,0,3,3,0,0,4,2660,8,2126,9
112,4,0,0,0,0,1,2,0,3,0,5,0,6,2454,9
113,4,0,0,0,0,1,2,1,2,0,8,4374,13,2749,9
114,2,0,1,0,1,1,1,1,2,0,4,160,16,2358,9
115,4,0,0,0,0,6,5,0,0,1,7,344,10,929,9
116,1,1,0,2,0,0,0,5,3,0,0,0,5,1313,9
117,3,0,0,0,1,0,3,0,0,0,3,0,10,1798,10
118,4,0,0,0,0,0,0,2,5,0,1,40,0,950,10
119,4,0,0,0,0,0,12,0,3,3,17,9180,10,2293,10
120,4,0,0,0,0,0,0,2,2,0,3,0,0,1487,10
121,3,1,0,0,0,1,0,2,2,0,1,0,6,1325,10
122,4,0,0,0,0,0,4,0,2,1,7,0,9,1454,10
123,4,0,0,0,0,0,7,0,1,0,9,8260,36,1326,10
124,3,0,1,0,0,6,3,4,7,1,10,80,29,1703,10
125,3,0,0,0,1,1,3,0,4,0,7,1519,2,890,10
126,3,0,1,0,0,1,3,1,3,0,12,210,6,836,10
127,4,0,0,0,0,1,1,4,1,0,19,0,7,1737,10
128,4,0,0,0,0,0,2,1,1,0,4,268,9,2143,10
129,4,0,0,0,0,1,1,0,2,0,5,2300,5,2679,10
130,4,0,0,0,0,0,2,2,3,0,9,0,1,1943,10
131,2,0,0,0,0,1,1,1,2,0,3,1479,10,2109,10
132,4,0,0,0,0,1,0,0,5,0,9,210,9,66,10
133,1,2,1,0,0,0,0,0,2,0,3,1200,0,1395,10
134,3,0,0,0,1,6,2,1,0,1,16,1061,4,1822,10
135,4,0,0,0,0,0,12,0,2,0,23,89002,49,1476,10
136,2,0,1,0,1,0,2,0,0,1,6,0,5,676,10
137,3,0,1,0,0,1,1,3,4,0,5,812,11,726,10
138,4,0,0,0,0,2,1,1,1,2,18,0,3,1731,10
139,4,0,0,0,0,0,0,0,2,0,0,18,9,2131,10
140,3,1,0,0,0,0,9,0,3,0,10,329,10,668,10
141,4,0,0,0,0,1,4,1,3,0,12,68,5,1124,10
142,2,0,0,0,2,0,0,1,1,1,7,779,5,130,10
143,3,1,0,0,0,3,1,0,1,0,0,432,0,1873,10
144,4,0,0,0,0,0,4,1,4,0,4,170,7,1217,10
145,4,0,0,0,0,2,7,0,6,2,19,1170,3,136,10
146,4,0,0,0,0,0,1,0,0,0,4,0,5,564,10
147,4,1,0,0,0,1,0,0,2,0,6,4378,0,857,11
148,3,0,1,0,1,2,3,1,2,0,2,24476,1,1652,11
149,3,2,0,0,0,0,2,0,0,0,3,4672,1,1904,11
150,4,0,0,0,1,3,1,2,4,1,4,1138,7,2600,11
151,4,0,0,1,0,1,2,0,2,0,1,5807,3,1682,11
152,5,0,0,0,0,2,6,1,3,0,2,2464,3,2306,11
153,4,1,0,0,0,1,1,0,1,0,3,1000,6,1811,11
154,3,2,0,0,0,2,0,0,0,0,2,295,1,1631,11
155,2,0,0,0,0,0,0,0,0,0,1,0,0,451,11
156,5,0,0,0,0,1,2,6,8,0,7,0,0,910,11
157,4,0,0,0,1,0,5,2,2,0,8,3225,0,2544,11
158,5,0,0,0,0,0,3,7,5,0,7,85,5,2849,11
159,4,1,0,0,0,2,3,0,1,0,3,730,0,923,11
160,5,0,0,0,0,2,0,3,2,4,14,146,193,1749,11
161,4,0,0,0,0,0,2,0,1,0,14,0,0,398,11
162,5,0,0,0,0,1,5,3,3,1,9,7185,5,1237,11
163,4,1,0,0,0,4,1,1,3,0,4,125,2,2673,11
164,5,0,0,0,0,0,1,0,0,0,1,139,10,2394,11
165,5,0,0,0,0,5,8,0,10,1,9,0,3,2762,11
166,5,0,0,0,0,2,1,4,2,1,8,1650,0,83,11
167,5,0,0,0,0,5,4,0,2,0,4,3972,3,2455,11
168,5,0,0,0,0,0,0,0,5,0,3,4730,0,1345,11
169,2,0,0,0,0,0,0,0,0,0,2,0,0,1354,13
170,2,0,0,0,0,0,1,0,1,0,4,125,0,2820,13
171,2,0,0,0,0,0,0,0,0,0,3,0,0,395,13
172,2,0,0,0,0,0,0,0,1,0,5,575,0,2463,13
173,2,0,0,0,0,0,0,5,0,0,3,0,0,1883,13
174,1,0,0,0,0,0,0,0,0,0,0,0,0,389,13
175,1,0,0,0,0,0,0,0,0,0,0,0,0,2915,13
176,2,0,0,0,0,0,0,1,0,0,5,0,0,2187,13
177,2,0,0,0,0,1,0,1,0,0,0,2066,0,250,13
178,2,0,0,0,0,0,0,1,1,0,4,0,0,2567,13
179,2,0,0,0,0,0,0,5,0,0,0,0,0,779,13
180,1,0,0,0,0,0,0,0,0,0,0,0,0,1748,13
181,2,0,0,0,0,0,0,0,0,0,2,0,0,1820,13
182,2,0,0,0,0,1,1,0,1,0,5,0,0,2872,13
183,2,0,0,0,0,0,0,0,1,0,5,0,0,697,13
184,2,0,0,0,0,5,0,1,0,0,6,592,0,1680,13
185,2,0,0,0,0,8,3,1,5,0,22,1158,0,1686,13
186,2,0,0,0,0,0,2,5,2,0,5,0,0,1771,13
187,2,0,0,0,0,2,0,0,0,0,10,0,0,1121,13
188,2,0,0,0,0,0,0,2,0,0,5,2440,0,270,13
189,2,0,0,0,0,0,0,1,0,0,1,0,0,2639,13
190,2,0,0,0,0,0,0,0,0,0,4,0,0,274,13
191,2,0,0,0,0,0,2,0,0,0,0,0,0,2152,13
192,2,0,0,0,0,4,0,5,0,0,15,0,0,2278,13
193,2,0,0,0,0,7,4,0,0,0,16,1962,0,1241,13
194,4,0,0,0,0,0,0,0,1,0,2,93,1,772,14
195,4,0,0,0,0,0,6,6,6,2,7,1637,8,2122,14
196,4,0,0,0,0,0,2,0,3,0,6,181,2,2487,14
197,4,0,0,0,0,3,8,0,8,1,9,988,4,1231,14
198,4,0,0,0,0,0,1,0,2,0,6,1218,2,1426,14
199,2,2,0,0,0,2,0,0,0,0,5,0,2,1544,14
200,4,0,0,0,0,1,3,0,3,0,8,782,1,1072,14
201,3,0,0,0,1,0,3,0,1,0,0,2579,7,2908,14
202,3,0,0,0,1,1,1,0,0,0,7,0,5,1961,14
203,4,0,0,0,0,0,6,2,2,0,5,824,0,542,14
204,3,0,0,0,1,1,6,1,2,0,6,180,4,665,14
205,3,0,0,0,1,3,0,0,10,0,6,0,5,559,14
206,3,1,0,0,0,2,0,0,1,0,5,226,0,1058,14
207,3,0,0,0,1,0,7,2,1,0,4,584,2,1665,14
208,3,1,0,0,0,0,0,1,4,1,4,0,2,2355,14
209,4,0,0,0,0,2,1,2,1,0,3,502,2,2664,14
210,4,0,0,0,0,0,4,4,4,1,10,620,4,315,14
211,4,0,0,0,0,1,4,1,2,0,9,5675,4,1887,14
212,2,2,0,0,0,1,0,4,0,0,1,618,3,638,14
213,2,0,0,0,2,2,1,0,1,0,3,3246,6,995,14
214,3,0,0,0,1,0,0,1,1,2,5,550,3,1899,14
215,3,0,1,0,0,5,0,1,1,0,1,821,1,2779,14
216,1,0,0,0,0,0,0,0,0,0,0,0,0,525,14
217,4,0,0,0,0,1,3,0,0,0,7,400,6,2042,14
218,3,0,0,0,1,3,3,0,4,0,9,41202,0,2458,14
219,4,0,0,0,0,0,1,2,6,0,10,405,7,2180,14
220,4,0,0,0,0,0,3,3,3,0,6,45,4,659,14
221,3,1,0,0,0,1,1,0,0,0,7,41752,0,547,14
222,4,0,0,0,1,1,0,0,1,0,0,25,20,875,16
223,4,0,0,0,1,1,1,6,7,3,4,5083,0,277,16
224,4,0,0,0,0,0,0,0,0,0,1,45,0,533,16
225,4,0,1,0,0,4,0,5,6,0,6,381,0,1995,16
226,3,1,0,0,1,2,4,1,5,0,1,8849,0,1304,16
227,4,0,1,0,0,0,3,0,2,0,4,0,4,516,16
228,5,0,0,0,0,0,5,4,6,2,1,6481,5,850,16
229,2,0,0,2,1,0,9,0,6,0,0,881,4,792,16
230,1,0,0,0,0,0,0,0,0,0,0,0,0,140,16
231,5,0,0,0,0,0,5,0,3,0,2,89,20,2427,16
232,4,1,0,0,0,0,10,0,1,1,2,10801,6,1790,16
233,4,1,0,0,0,0,3,0,1,0,5,3532,8,2061,16
234,5,0,0,0,0,2,2,0,0,0,13,190,3,933,16
235,1,0,0,0,0,0,0,0,0,0,0,0,0,2072,16
236,5,0,0,0,0,0,3,2,0,1,3,1155,6,1846,16
237,5,0,0,0,0,2,4,5,5,0,3,2062,18,1432,16
238,5,0,0,0,0,3,1,0,9,0,2,250,0,1562,16
239,4,1,0,0,0,2,2,1,1,0,1,524,26,1017,16
240,5,0,0,0,0,4,1,1,2,0,5,0,20,2883,16
241,5,0,0,0,0,1,4,3,0,2,5,0,0,2331,16
242,4,0,0,0,0,0,0,1,3,0,2,543,0,383,16
243,4,1,0,0,0,1,4,1,0,1,4,4971,4,105,16
244,4,0,0,0,0,0,0,0,0,0,0,0,0,2657,16
245,4,0,0,0,0,3,6,1,1,1,8,274434,0,1112,17
246,4,0,0,0,0,2,1,0,3,0,4,2931,3,2785,17
247,0,2,0,0,0,0,0,0,1,0,0,1497,0,1141,17
248,4,0,0,0,0,0,1,1,0,1,3,5877,0,2654,17
249,4,0,0,0,0,0,3,1,0,0,2,2685,1,2,17
250,0,2,0,0,0,0,0,0,1,0,2,18,0,1276,17
251,4,0,0,0,0,2,0,0,2,0,5,0,4,1077,17
252,4,0,0,0,0,1,2,0,1,1,6,3307,5,1277,17
253,4,0,0,0,0,0,1,2,1,0,8,1050,0,2545,17
254,4,0,0,0,0,2,1,3,4,2,8,1005,10,2513,17
255,4,0,0,0,0,0,8,1,1,4,9,2238,51,1201,17
256,3,0,0,0,1,2,4,3,3,1,4,4030,5,1081,17
257,3,0,0,0,1,0,1,0,0,0,0,10654,0,2422,17
258,3,0,1,0,0,1,0,2,4,0,3,3662,5,1131,17
259,4,0,0,0,0,0,1,0,1,1,4,3190,2,848,17
260,4,0,0,0,0,1,6,0,1,1,2,1544,8,1253,17
261,4,0,0,0,0,3,1,0,4,1,3,1274,2,587,17
262,3,0,0,0,1,1,3,0,0,1,4,1002,13,2066,17
263,3,0,0,0,1,0,2,2,2,1,4,4149,1,1413,17
264,4,0,0,0,0,3,1,0,2,2,5,2266,4,2351,17
265,4,0,0,0,0,0,1,0,0,0,1,0,4,778,17
266,2,1,0,0,1,0,5,0,3,0,3,0,4,2024,18
267,3,0,0,0,1,0,5,0,3,0,3,499,0,902,18
268,2,0,0,0,2,1,2,0,0,0,2,2889,3,2643,18
269,4,0,0,0,0,1,5,1,10,1,9,1223,6,1881,18
270,3,0,0,1,0,0,4,2,3,1,6,140,3,1669,18
271,1,0,0,0,0,0,2,0,0,0,0,0,0,332,18
272,2,0,0,0,1,0,0,0,1,0,1,0,0,2268,18
273,4,0,0,0,0,1,6,1,6,1,5,380,3,2497,18
274,3,0,0,0,0,2,1,0,0,1,4,310,0,449,18
275,4,0,0,0,0,0,3,2,2,0,5,0,8,1095,18
276,2,1,0,0,1,1,4,0,2,0,2,180,2,2625,18
277,4,0,0,0,0,2,5,2,7,0,9,2710,12,767,18
278,4,0,0,0,0,0,2,0,7,0,13,1810,2,1890,18
279,2,0,1,0,1,0,5,3,4,0,4,5879,8,457,18
280,4,0,0,0,0,2,2,0,3,0,13,1635,5,1359,18
281,4,0,0,0,0,3,8,1,2,1,16,816,11,1722,18
282,4,0,0,0,0,0,3,0,7,0,2,1214,2,2446,18
283,3,0,1,0,0,0,5,0,2,0,3,1853,1,2144,18
284,4,0,0,0,0,0,11,0,7,0,6,4896,6,2906,18
285,4,0,0,0,0,1,2,2,2,0,5,250,4,2145,18
286,4,0,0,0,0,0,1,0,5,0,3,149,18,1064,18
287,3,1,0,0,0,0,2,0,4,0,12,375,5,2304,18
288,3,1,0,0,0,0,3,2,2,0,0,1517,1,690,18
289,4,0,0,0,0,2,5,2,6,0,5,0,0,1097,18
290,4,0,0,0,0,1,9,0,2,4,8,6095,13,2818,18
291,4,0,0,0,0,0,3,0,4,0,5,0,7,9,18
292,2,1,1,0,0,1,6,0,4,0,3,3258,4,1673,18
293,4,0,0,0,0,1,2,0,3,0,5,135,12,1205,18
294,2,0,0,0,0,0,0,0,1,0,3,0,0,2808,18
295,3,0,0,0,1,0,2,1,2,0,5,998,12,2891,18
296,2,1,1,0,0,1,5,0,20,0,4,5052,3,1168,18
297,0,1,0,0,0,0,0,0,0,0,0,0,0,645,18
298,4,0,0,0,0,1,11,0,1,0,14,5865,15,1173,18
299,2,0,0,0,0,0,0,0,1,0,2,0,1,2938,20
300,0,4,0,0,0,0,0,3,6,0,1,870,0,892,20
301,4,0,0,0,0,0,0,1,1,0,3,0,0,2487,20
302,4,0,0,0,0,8,1,1,9,1,10,4100,10,612,20
303,4,0,0,0,0,0,3,5,2,0,11,1110,10,867,20
304,4,0,0,0,0,3,2,0,6,0,4,176,3,46,20
305,4,0,0,0,0,0,3,1,3,0,5,0,6,1777,20
306,4,0,0,0,0,0,4,1,2,0,5,1994,2,965,20
307,4,0,0,0,0,0,2,0,1,0,3,8305,0,1815,20
308,4,0,0,0,0,2,4,0,2,0,4,1317,13,2405,20
309,2,0,0,0,0,0,0,1,0,0,2,0,0,2005,20
310,2,0,0,0,0,0,0,0,0,0,1,0,0,1043,20
311,2,1,0,0,1,0,1,0,0,0,0,2127,9,396,20
312,3,0,0,0,1,4,1,3,6,1,7,540,5,2017,20
313,1,2,0,0,0,0,0,0,0,0,1,0,0,1937,20
314,3,0,1,0,0,0,6,2,5,0,5,2168,7,2692,20
315,4,0,0,0,0,2,2,0,2,0,1,1735,2,2874,20
316,4,0,0,0,0,0,0,2,3,0,6,0,0,770,20
317,3,0,1,0,0,0,0,1,4,0,4,512,0,2052,20
318,4,0,0,0,0,1,1,0,1,0,2,100,6,2090,20
319,4,0,0,0,0,3,0,4,4,0,7,2180,7,425,20
320,3,1,0,0,0,0,2,1,2,0,2,766,12,2863,20
321,4,0,0,0,0,0,2,0,0,0,4,0,6,2411,20
322,4,0,0,0,0,2,4,1,3,0,5,8315,4,2275,20
323,4,0,0,0,0,0,4,0,4,0,6,1100,8,2687,20
324,4,0,0,0,0,0,3,1,6,0,4,593,5,1719,20
325,4,0,0,0,0,2,2,0,2,1,1,1387,4,1191,20
