,P,A,L,M,S,RGI,RGO,RRI,RRO,V,1-2-1,TYFCB,CEU,user_ID,chapter_ID
0,3,1,0,0,0,1,5,1,5,1,7,287,3,1229,5
1,4,0,0,0,0,0,10,2,36,0,2,310,3,682,5
2,4,0,0,0,0,6,5,2,3,1,21,304,5,1810,5
3,2,2,0,0,0,3,0,0,4,0,5,42,0,649,5
4,4,0,0,0,0,2,3,2,4,0,4,82,7,1681,5
5,4,0,0,0,0,2,1,1,1,0,5,191,5,2296,5
6,4,0,0,0,0,0,16,1,3,2,14,18077,4,2184,5
7,4,0,0,0,0,6,3,3,6,0,7,214,2,2057,5
8,4,0,0,0,0,1,5,2,2,0,6,272,2,2297,5
9,1,0,0,0,0,0,0,0,0,0,0,0,0,354,5
10,4,0,0,0,0,1,4,0,3,0,2,4218,2,824,5
11,4,0,0,0,0,3,7,2,3,0,8,2187,2,2721,5
12,4,0,0,0,0,3,3,0,2,0,7,0,6,2705,5
13,4,0,0,0,0,0,6,5,11,0,6,262,7,1076,5
14,4,0,0,0,0,0,9,0,5,0,3,3681,6,948,5
15,4,0,0,0,0,2,26,0,5,0,6,268,8,2760,5
16,4,0,0,0,0,2,6,2,2,0,3,3457,6,2083,5
17,4,0,0,0,0,1,6,3,5,0,8,709,5,103,5
18,4,0,0,0,0,2,11,2,2,0,4,1710,4,173,5
19,4,0,0,0,0,1,5,1,18,0,8,500,3,490,5
20,4,0,0,0,0,3,5,3,6,0,5,1554,4,1635,5
21,4,0,0,0,0,0,11,0,2,0,3,110,14,2336,5
22,4,0,0,0,0,1,2,0,1,2,6,5131,4,1251,5
23,3,0,0,0,1,0,8,0,8,1,4,4521,6,1897,5
24,4,0,0,0,0,0,3,1,5,0,6,596,7,2565,5
25,2,2,0,0,0,0,1,1,4,0,3,1212,3,2452,5
26,4,0,0,0,0,1,6,0,2,0,1,499,10,1106,5
27,3,1,0,0,0,0,16,3,12,0,4,1089,8,2516,5
28,2,0,0,2,0,1,0,0,2,0,2,2810,1,2063,5
29,4,0,0,0,0,1,2,0,6,0,6,7727,4,1260,5
30,3,0,0,0,1,0,11,0,4,0,4,2583,2,1837,5
31,3,0,0,0,1,0,4,2,3,0,3,1125,3,2398,5
32,4,0,0,0,0,0,5,0,4,0,2,610,4,2916,5
33,4,0,0,0,0,2,7,0,2,0,4,1754,5,369,5
34,4,0,0,0,0,1,3,0,8,0,3,946,5,1533,5
35,3,0,0,0,1,0,14,1,12,1,4,2866,3,584,5
36,4,0,0,0,0,1,4,4,8,0,3,3058,3,2566,5
37,4,0,0,0,0,0,5,2,40,0,3,3197,3,484,5
38,4,0,0,0,0,4,0,3,4,0,3,110,3,2186,5
39,3,0,0,0,1,1,6,1,1,1,6,2003,4,1363,5
40,3,0,0,0,1,3,5,1,5,0,5,689,5,1742,5
41,4,0,0,0,0,0,5,0,4,0,5,5982,8,221,5
42,4,0,0,0,0,0,1,0,0,0,1,0,3,336,7
43,4,0,0,0,0,1,4,2,2,0,4,572,1,2158,7
44,2,0,0,0,0,0,0,0,0,0,0,0,0,535,7
45,3,1,0,0,0,3,2,1,4,0,1,0,4,2379,7
46,4,0,0,0,0,0,1,0,5,1,3,10,0,447,7
47,3,1,0,0,0,1,2,0,1,0,4,798,7,1055,7
48,3,1,0,0,0,0,2,1,2,1,3,876,7,2430,7
