,P,A,L,M,S,RGI,RGO,RRI,RRO,V,1-2-1,TYFCB,CEU,user_ID,chapter_ID
0,5,0,0,0,0,3,3,3,13,0,5,42085,6,682,5
1,5,0,0,0,0,1,2,0,1,0,7,735,4,2822,5
2,5,0,0,0,0,1,9,4,12,1,17,1838,8,1810,5
3,5,0,0,0,0,1,10,3,6,1,7,5280,2,2624,5
4,5,0,0,0,0,2,15,4,8,3,29,15129,5,2184,5
5,5,0,0,0,0,2,5,1,7,0,5,562,3,2057,5
6,3,0,0,0,0,0,0,0,3,0,10,78,0,212,5
7,5,0,0,0,0,0,14,0,4,0,8,20390,5,2721,5
8,3,2,0,0,0,2,1,0,2,0,2,382,4,1076,5
9,5,0,0,0,0,0,10,1,3,0,0,10180,7,948,5
10,5,0,0,0,0,1,4,2,2,0,3,1834,14,2760,5
11,5,0,0,0,0,2,2,0,2,0,2,3667,2,2083,5
12,3,2,0,0,0,0,4,0,1,0,0,1293,2,103,5
13,4,0,0,0,1,0,21,1,5,0,5,8577,3,173,5
14,5,0,0,0,0,3,4,0,1,1,9,78,7,490,5
15,5,0,0,0,0,1,6,6,9,1,5,2282,9,1635,5
16,5,0,0,0,0,1,3,5,6,0,7,0,6,2731,5
17,5,0,0,0,0,1,8,0,0,0,12,1398,12,1251,5
18,4,1,0,0,0,0,15,0,8,0,4,18083,5,1897,5
19,5,0,0,0,0,0,6,4,8,0,9,174,0,2228,5
20,5,0,0,0,0,3,2,0,0,0,6,1730,6,1106,5
21,4,0,0,0,1,1,4,0,3,0,4,497,0,2063,5
22,4,0,0,1,0,1,2,0,0,2,2,3159,6,1837,5
23,3,1,0,0,1,1,1,0,4,0,1,253,5,2398,5
24,0,5,0,0,0,0,0,0,13,0,1,92,2,2222,5
25,5,0,0,0,0,0,5,0,6,0,2,1615,4,2916,5
26,5,0,0,0,0,3,3,1,4,1,2,2900,5,369,5
27,5,0,0,0,0,2,5,1,7,1,2,1418,8,1533,5
28,5,0,0,0,0,5,3,0,11,0,6,1030,4,2566,5
29,5,0,0,0,0,2,5,1,7,1,4,8251,6,484,5
30,1,0,0,0,0,0,0,0,0,0,0,905,0,1806,5
31,5,0,0,0,0,2,2,0,8,0,2,11802,5,1742,5
32,4,0,0,0,0,1,1,0,0,0,1,270,9,590,7
33,1,0,0,3,0,0,1,0,0,0,0,0,0,2067,7
34,3,0,0,1,0,0,1,0,0,0,7,180,2,336,7
35,3,0,0,1,0,0,1,0,1,0,2,310,7,1386,7
36,0,0,0,4,0,0,0,0,0,0,0,286,0,171,7
37,4,0,0,0,0,2,2,5,3,0,7,2607,5,193,7
38,2,0,0,2,0,0,0,0,0,0,2,255,0,1295,7
39,4,0,0,0,0,1,2,0,0,1,7,1446,7,2271,7
40,1,0,0,3,0,0,0,0,2,0,1,955,0,1867,7
41,3,0,0,1,0,0,0,0,0,0,5,1026,8,1527,7
42,0,0,0,4,0,2,2,1,5,0,3,602,7,2671,7
43,3,0,1,0,0,1,0,2,1,0,3,0,4,116,7
44,3,0,0,1,0,1,1,0,1,0,0,165,0,2835,7
45,4,0,0,0,0,1,2,2,0,0,11,23,6,768,7
46,1,0,0,3,0,0,1,4,1,0,0,0,0,1656,7
47,3,0,0,1,0,2,11,0,1,0,8,621,11,1482,7
48,2,0,0,2,0,0,0,0,1,0,0,0,6,1479,7
49,4,0,0,0,0,0,3,0,0,0,4,143,1,2862,7
50,2,0,1,1,0,2,2,0,1,0,7,200,2,1689,7
51,4,0,0,0,0,2,1,1,1,0,3,128,6,2686,7
52,1,0,0,3,0,0,0,0,1,0,0,0,0,830,7
53,4,0,0,0,0,4,1,4,0,0,3,7889,4,349,7
54,4,0,0,0,0,0,3,0,1,0,9,4553,7,415,7
55,2,0,0,2,0,1,0,0,1,0,1,84,0,1884,7
56,2,0,1,1,0,0,0,0,0,0,2,19412,9,217,7
57,0,0,0,4,0,0,0,0,0,0,0,443,0,174,7
58,4,0,0,0,0,1,1,0,5,1,5,2607,4,852,7
59,2,0,0,2,0,0,0,2,2,0,3,197,0,1283,7
60,4,0,0,0,0,1,0,1,4,0,2,0,0,1860,8
61,4,0,0,0,0,0,0,3,2,0,6,0,5,1853,8
62,4,0,0,0,0,0,6,2,4,0,3,242,7,2115,8
63,4,0,0,0,0,0,3,1,1,0,0,2500,0,287,8
64,4,0,0,0,0,1,1,1,1,0,3,845,7,2676,8
65,4,0,0,0,0,0,2,0,3,0,5,0,3,475,8
66,4,0,0,0,0,0,2,2,0,0,5,0,2,1539,8
67,4,0,0,0,0,0,5,0,2,1,6,355,1,1244,8
68,4,0,0,0,0,0,2,0,1,0,11,0,3,1614,8
69,4,0,0,0,0,0,0,0,0,0,3,0,0,1997,8
70,4,0,0,0,0,0,0,1,8,0,4,1012,4,1895,8
71,4,0,0,0,0,0,0,1,7,0,0,0,0,2577,8
72,4,0,0,0,0,1,3,0,2,0,6,84,2,1819,8
73,4,0,0,0,0,0,0,4,4,0,9,0,0,2191,8
74,4,0,0,0,0,0,1,0,4,0,2,446,2,202,8
75,4,0,0,0,0,0,5,0,4,0,5,0,2,1204,8
76,4,0,0,0,0,2,1,0,1,0,9,52,4,1178,8
77,4,0,0,0,0,2,12,0,2,0,17,6758,16,2495,8
78,4,0,0,0,0,0,0,1,2,0,6,299,0,1286,8
